wav_filename,wav_filesize,transcript
/home/jia/project/backend/audios/test/1249120_43995026_57344552.wav,106540,my foot hurts and i can't turn it   maybe it's broken 
/home/jia/project/backend/audios/test/1249120_43794413_105475928.wav,187290,my child has cough all night  she can't sleep
/home/jia/project/backend/audios/test/1249120_39154234_48704286.wav,169346,even though i'm an adult my face keeps breaking out in pimples 
/home/jia/project/backend/audios/test/1249120_30766630_90288558.wav,110014,i feel heart pain when i walk a lot
/home/jia/project/backend/audios/test/1249120_41841195_29288285.wav,207576,i used alot of pain killer to get better but i still feel the same back pain
/home/jia/project/backend/audios/test/1249120_43620482_81814046.wav,120194,when i go to stand  my head starts swirling
/home/jia/project/backend/audios/test/1249120_44142156_56513645.wav,109272,after walking i have some pain under my foot
/home/jia/project/backend/audios/test/1249120_38042052_79525488.wav,158424,i have a pain internal
/home/jia/project/backend/audios/test/1249120_18172663_86712699.wav,150232,i can't stand up or sit down i have a pain in my back that annoys me
/home/jia/project/backend/audios/test/1249120_35448024_62876137.wav,133792,my body feels like it's in a refrigerator 
/home/jia/project/backend/audios/test/1249120_43172391_27034959.wav,125656,my shoulder is hurting me
/home/jia/project/backend/audios/test/1249120_43719934_15555042.wav,128386,i read a book for along time and when i finished reading i feel head ache
/home/jia/project/backend/audios/test/1249120_35350617_59046956.wav,155692,i tried alot of cream but i still feel the same skin problem
/home/jia/project/backend/audios/test/1249120_43402738_11039761.wav,120194,i have a rash and it itches very bad 
/home/jia/project/backend/audios/test/1249120_43105396_26624858.wav,128386,i have a cold and it makes me cough alot
/home/jia/project/backend/audios/test/1249120_43918153_56806783.wav,109272,my hair falling out
/home/jia/project/backend/audios/test/1249120_18985376_42800481.wav,139308,my stomach aches after i drink any soda drink  why 
/home/jia/project/backend/audios/test/1249120_40184183_29470813.wav,120194,i have a head pain every single day 
/home/jia/project/backend/audios/test/1249120_44101988_79679432.wav,183000,i feel strong pain in my knee after it was hit during the football match 
/home/jia/project/backend/audios/test/1249120_1853182_87286693.wav,130820,i feel a huge emotional pain after i broke up with my girlfriend 
/home/jia/project/backend/audios/test/1249120_42210938_97328335.wav,122924,the arches of my feet hurt when i wear heels
/home/jia/project/backend/audios/test/1249120_44023395_109456666.wav,79234,my wound opened up again
/home/jia/project/backend/audios/test/1249120_18386513_51593344.wav,178374,i walk every day but now i get short of breath after going only a short way 
/home/jia/project/backend/audios/test/1249120_43855932_38873296.wav,122924,everything looks like beeing in a smoky area 
/home/jia/project/backend/audios/test/1249120_28006404_24411920.wav,151624,i had alot of exercise yesterday so i feel sharp muscle pains
/home/jia/project/backend/audios/test/1249120_40725179_101346369.wav,199180,when i move my shoulder  it's like lightning is being sent through my shoulder
/home/jia/project/backend/audios/test/1249120_43172391_99281849.wav,172076,the arches of my feet hurt when i wear heels
/home/jia/project/backend/audios/test/1249120_28006404_107808797.wav,83266,i have an ear ache when showering
/home/jia/project/backend/audios/test/1249120_43620482_92856658.wav,142040,i have a split on my thumb that will not heal 
/home/jia/project/backend/audios/test/1249120_1853182_16774392.wav,71376,i can't sleep i have a hard cough
/home/jia/project/backend/audios/test/1249120_18985376_42567209.wav,103810,i fell a stiffness in my elbows and shoulders
/home/jia/project/backend/audios/test/1249120_43577102_19467216.wav,166486,even though i'm an adult my face keeps breaking out in pimples 
/home/jia/project/backend/audios/test/1249120_43620482_72755513.wav,289496,i fell a stiffness in my elbows and shoulders
/home/jia/project/backend/audios/test/1249120_43665783_73659620.wav,109272,my skin is itchy and inflamed
/home/jia/project/backend/audios/test/1249120_30766630_24876670.wav,80294,my left side aches much
/home/jia/project/backend/audios/test/1249120_42557795_71184190.wav,150232,after a breakup  i feel something strange in me 
/home/jia/project/backend/audios/test/1249120_43620482_27887240.wav,112002,when i get up  i feel dizzy and fall down 
/home/jia/project/backend/audios/test/1249120_35444693_13273249.wav,131116,have severe cold and cough
/home/jia/project/backend/audios/test/1249120_43719934_71114023.wav,92888,i feel like the room is spinning
/home/jia/project/backend/audios/test/1249120_43105396_31701494.wav,136578,my abdominal muscles have great pain since i was at gym
/home/jia/project/backend/audios/test/1249120_43755034_100365518.wav,142040,my calves feel like they are tight as knots and are throbbing
/home/jia/project/backend/audios/test/1249120_6338946_88168612.wav,196652,i used alot of pain killer to get better but i still feel the same back pain
/home/jia/project/backend/audios/test/1249120_41150153_107107833.wav,139308,i get chills and aches all over 
/home/jia/project/backend/audios/test/1249120_44140394_56718864.wav,166486,my body feels weak and i think that my face is fade and i can't sleep well
/home/jia/project/backend/audios/test/1249120_20518958_89490366.wav,98126,i feel so sore in my stomach area 
/home/jia/project/backend/audios/test/1249120_44111844_64630476.wav,152962,i have a very rash sensation close to my arms
/home/jia/project/backend/audios/test/1249120_30766630_69609595.wav,95154,my ear hurts when i touch it 
/home/jia/project/backend/audios/test/1249120_19425875_41992483.wav,109272,i am having running nose
/home/jia/project/backend/audios/test/1249120_13842059_95082870.wav,155692,sometimes i feel like a claw on my chest that leaves me breathless 
/home/jia/project/backend/audios/test/1249120_43951421_82468151.wav,81964,chronic bowel pain
/home/jia/project/backend/audios/test/1249120_43788827_42027886.wav,315094,i am worried for my driving  because i can barely focus when i am at the wheel  my eyes feel teary 
/home/jia/project/backend/audios/test/1249120_28006404_41904035.wav,237818,i used to be out of breath after going up a dozen of stairs  but now i struggle to breath even when i sit down 
/home/jia/project/backend/audios/test/1249120_43825820_100024735.wav,92888,my head hurts whenever i try to do something 
/home/jia/project/backend/audios/test/1249120_41336418_13832272.wav,92888,i have dark spots on my skin
/home/jia/project/backend/audios/test/1249120_20518958_63320232.wav,184318,standing less than five minutes and my back start to ache
/home/jia/project/backend/audios/test/1249120_15004831_21919890.wav,262188,i have cut my finger because of playing football and i have to apply pain relief cream but it does not help
/home/jia/project/backend/audios/test/1249120_6338946_14129561.wav,180268,when i tried to take care if my hair i found that it is falling out
/home/jia/project/backend/audios/test/1249120_22345789_76885003.wav,160542,i have a throbbing in my joints
/home/jia/project/backend/audios/test/1249120_43758322_29100491.wav,122924,my muscles in my lower back are aching 
/home/jia/project/backend/audios/test/1249120_39142299_56962445.wav,175402,there are lots of hairs on my pillow in the morning 
/home/jia/project/backend/audios/test/1249120_42557795_17333030.wav,191192,when i stand up too quick my vision is blurry 
/home/jia/project/backend/audios/test/1249120_18172663_89295118.wav,109272,i have pain but i can't specify place
/home/jia/project/backend/audios/test/1249120_43719934_90277655.wav,92888,i feel a sharp pain in my stomach
/home/jia/project/backend/audios/test/1249120_36929821_59841321.wav,120194,the acne was causing me to feel embarrassed 
/home/jia/project/backend/audios/test/1249120_39154234_84874374.wav,152962,after eating  i have burning sensation inside of me 
/home/jia/project/backend/audios/test/1249120_43172391_90972823.wav,139308,the wound is still open
/home/jia/project/backend/audios/test/1249120_44023395_16910627.wav,65580,i feel fluid trying to come up when i cough 
/home/jia/project/backend/audios/test/1249120_30937687_97096318.wav,115960,i have a headache almost every day
/home/jia/project/backend/audios/test/1249120_35444693_89634788.wav,158424,everything looks like beeing in a smoky area 
/home/jia/project/backend/audios/test/1249120_18985376_39796332.wav,106540,i can't see the sign i have a blurry vision
/home/jia/project/backend/audios/test/1249120_43604449_64146611.wav,101080,i feel great pain in the head
/home/jia/project/backend/audios/test/1249120_20518958_50173012.wav,107042,i have a sharp pain in my ear
/home/jia/project/backend/audios/test/1249120_35444693_49195384.wav,319532,my son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal 
/home/jia/project/backend/audios/test/1249120_40725179_87397845.wav,214040,i feel like i went to an acupuncture's practice and had     needles in my shoulder
/home/jia/project/backend/audios/test/1249120_35170334_33580636.wav,169346,my hair is falling out in huge amount
/home/jia/project/backend/audios/test/1249120_35154350_99982814.wav,144770,i was kicked in the head playing soccer last night 
/home/jia/project/backend/audios/test/1249120_35832653_35954115.wav,90156,i feel pain in my stomach
/home/jia/project/backend/audios/test/1249120_40401830_63561914.wav,92888,i have injured myself during the soccer match
/home/jia/project/backend/audios/test/1249120_41221824_87022620.wav,177538,i suffered a deep wound in my hand and i can not stop the bleeding
/home/jia/project/backend/audios/test/1249120_31349958_27164977.wav,172076,my knees hurt so bad to walk that i stay sitting more than i should 
/home/jia/project/backend/audios/test/1249120_36929821_102629508.wav,172076,when i move my shoulder  it's like lightning is being sent through my shoulder
/home/jia/project/backend/audios/test/1249120_39154234_83493884.wav,158424,when i eat too much sugar my body gets weak and dizzy 
/home/jia/project/backend/audios/test/1249120_43698316_31372195.wav,174808,i've been over my cold for weeks but still cough every day 
/home/jia/project/backend/audios/test/1249120_13842059_51065552.wav,226690,i am having problems seeing things feel like a cloud on my eyes everything is blurry
/home/jia/project/backend/audios/test/1249120_38202325_91523649.wav,106540,when i play football i have muscle pain 
/home/jia/project/backend/audios/test/1249120_43825820_31649758.wav,188460,i think i overdid it when i carried all that lumber from the yard  my lower back is killing me 
/home/jia/project/backend/audios/test/1249120_22345789_13146887.wav,163514,i got acne when i ate chili
/home/jia/project/backend/audios/test/1249120_18172663_60508120.wav,87426,there is acne on my face
/home/jia/project/backend/audios/test/1249120_38548574_89494706.wav,177538,i have tried to make massage on my foot but they still pain me
/home/jia/project/backend/audios/test/1249120_39740177_18723815.wav,112002,i feel shoulder pain at intervals of time 
/home/jia/project/backend/audios/test/1249120_42557795_14830880.wav,281304,i cut my hand a couple of weeks ago and even though i keep using an antibiotic cream it's not getting better 
/home/jia/project/backend/audios/test/1249120_19425875_57422083.wav,251266,i started taking swimming lessons and i guess i swallowed too much water through my nose  because this sinusitis is killing me now 
/home/jia/project/backend/audios/test/1249120_41087148_64642234.wav,114732,i have a back pain since i turned    years old 
/home/jia/project/backend/audios/test/1249120_38042052_12162108.wav,166616,my chest acne breaks out and never clears up 
/home/jia/project/backend/audios/test/1249120_43883861_92612295.wav,196652,my left ear is ok  but the right one feels like it's being stabbed with a nail 
/home/jia/project/backend/audios/test/1249120_20518958_107552103.wav,117464,sharp pain and heavy breathing
/home/jia/project/backend/audios/test/1249120_30766630_16792776.wav,208096,the last time i clipped my toenails  i cut them too short and now i have an infected nail 
/home/jia/project/backend/audios/test/1249120_44140394_109870531.wav,127848,i can't do anything i feel a weak in my body
/home/jia/project/backend/audios/test/1249120_35350617_33932430.wav,158424,i feel dizzy after doing a muscular effort 
/home/jia/project/backend/audios/test/1249120_13842059_95116374.wav,62850,i'm not good i feel dizzy
/home/jia/project/backend/audios/test/1249120_43604449_13708148.wav,114732,i have dark spots on my skin
/home/jia/project/backend/audios/test/1249120_42210938_96056089.wav,76504,i have a rash on my skin
/home/jia/project/backend/audios/test/1249120_44101988_79235312.wav,90156,my wound opened up again
/home/jia/project/backend/audios/test/1249120_43172391_48025472.wav,166616,i can't work good i have a pain in my knee
/home/jia/project/backend/audios/test/1249120_6338946_99675257.wav,273112,i've always been very active but now i just don't have the strength or energy to go for even a short walk 
/home/jia/project/backend/audios/test/1249120_40725179_26790327.wav,98126,my neck feels stiff
/home/jia/project/backend/audios/test/1249120_21665495_105629373.wav,84696,i feel a pain in my back
/home/jia/project/backend/audios/test/1249120_29672643_89009454.wav,321038,i just can't seem to get warm   even when everyone around me is warm i always feel cold 
/home/jia/project/backend/audios/test/1249120_41221824_27985283.wav,122924,the pain feels like it's right below the skin
/home/jia/project/backend/audios/test/1249120_15965551_65155573.wav,187778,the warming system of my house is broken and  feel so cold
/home/jia/project/backend/audios/test/1249120_15830408_55921206.wav,128386,i was travelling by ship and i feel dizzy 
/home/jia/project/backend/audios/test/1249120_44091626_89828440.wav,163884,when i walk i get a stabbing pain in the top of my foot
/home/jia/project/backend/audios/test/1249120_30766630_82396555.wav,124876,when i think of my parents i feel pain
/home/jia/project/backend/audios/test/1249120_17632529_106002905.wav,181346,i have a blurry vision during my swimming training in the pool  why 
/home/jia/project/backend/audios/test/1249120_36505751_14589629.wav,103810,there is an injured person
/home/jia/project/backend/audios/test/1249120_43105396_103785218.wav,144770,i feel pain in my head with a vertigo
/home/jia/project/backend/audios/test/1249120_30766630_71207683.wav,107042,when i get up i see my skin vague
/home/jia/project/backend/audios/test/1249120_41841195_108690452.wav,166616,i noticed an important decrease in my vision when i try to look at things up close 
/home/jia/project/backend/audios/test/1249120_44093303_85234316.wav,124876,i could not exercise because of my knee pain
/home/jia/project/backend/audios/test/1249120_43855932_22788456.wav,120194,i can't walk well i have an ache in my foot
/home/jia/project/backend/audios/test/1249120_21665495_15270363.wav,136578,there is pain in the muscles i do not know caused
/home/jia/project/backend/audios/test/1249120_41150153_101697682.wav,147500,i have the impression of having no strength in my body
/home/jia/project/backend/audios/test/1249120_20518958_61524694.wav,214040,surgical wounds red  firing pus  painful and hot to the touch
/home/jia/project/backend/audios/test/1249120_40725179_33605033.wav,187290,sometimes i feel like a claw on my chest that leaves me breathless 
/home/jia/project/backend/audios/test/1249120_42554554_65412566.wav,199384,my body feels weak and i think that my face is fade and i can't sleep well
/home/jia/project/backend/audios/test/1249120_42557795_61249852.wav,101080,i have an indigestion
/home/jia/project/backend/audios/test/1249120_38548574_33898870.wav,57388,i feel pain in my neck
/home/jia/project/backend/audios/test/1249120_39154234_25579489.wav,103810,there's swelling in my neck and it hurts 
/home/jia/project/backend/audios/test/1249120_41956733_20681140.wav,196652,there are lots of hairs on my pillow in the morning 
/home/jia/project/backend/audios/test/1249120_41221824_14788823.wav,133848,i feel pain in my shoulders when i write on the keyboard 
/home/jia/project/backend/audios/test/1249120_19425875_82254095.wav,147500,i am always cold  even when i am wearing layers
/home/jia/project/backend/audios/test/1249120_18386513_49836957.wav,80294,i have a hair shortage
/home/jia/project/backend/audios/test/1249120_43612961_36894452.wav,104070,i'm having a hard time hearing 
/home/jia/project/backend/audios/test/1249120_44027675_25011389.wav,106540,i wish this excruciating feeling of loss could go away 
/home/jia/project/backend/audios/test/1249120_43918153_108135461.wav,109272,i can't rotate my neck
/home/jia/project/backend/audios/test/1249120_42082009_67691581.wav,128386,i don't have full range of motion with my arms
/home/jia/project/backend/audios/test/1249120_43951421_92430259.wav,144770,i'm injured i can't play sports
/home/jia/project/backend/audios/test/1249120_40401830_15879205.wav,92888,i have a headache every time i eat ice cream
/home/jia/project/backend/audios/test/1249120_35832653_57235917.wav,139308,i have difficulty in breathing in crowded places 
/home/jia/project/backend/audios/test/1249120_40725179_48938505.wav,166486,i'm having a hard time reading because the letters are all fuzzy
/home/jia/project/backend/audios/test/1249120_39142299_11522273.wav,112986,i think there's fluid in my ears 
/home/jia/project/backend/audios/test/1249120_43856216_32023447.wav,117464,in the morning my respiration is loud 
/home/jia/project/backend/audios/test/1249120_22345789_73037557.wav,160542,the area around my heart doesn't feel good 
/home/jia/project/backend/audios/test/1249120_41150153_87952360.wav,122924,i can't turn my neck to the left without feeling a stabbing pain
/home/jia/project/backend/audios/test/1249120_44091626_73353204.wav,73772,i have a very bad cough
/home/jia/project/backend/audios/test/1249120_43856216_34290718.wav,98348,what helps cuts heal faster 
/home/jia/project/backend/audios/test/1249120_43604449_10399858.wav,136578,the arches of my feet hurt when i wear heels
/home/jia/project/backend/audios/test/1249120_33251186_63532655.wav,234882,stiffness inability to look right or left except by moving the whole body
/home/jia/project/backend/audios/test/1249120_43758322_47792489.wav,196652,my calves feel like they are tight as knots and are throbbing
/home/jia/project/backend/audios/test/1249120_30766630_40262898.wav,163514,i cough a lot when i smell perfume  what is wrong with my lungs 
/home/jia/project/backend/audios/test/1249120_43105396_20764053.wav,131116,i cant sleep because of cough
/home/jia/project/backend/audios/test/1249120_43604449_95051665.wav,316802,my son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected 
/home/jia/project/backend/audios/test/1249120_33905644_76629429.wav,144770,i have the impression of having no strength in my body
/home/jia/project/backend/audios/test/1249120_19425875_39082711.wav,95618,i got acne when i ate chili
/home/jia/project/backend/audios/test/1249120_42557795_62654784.wav,183000,when i'm awake in the morning i feel strange and have vertigo
/home/jia/project/backend/audios/test/1249120_44084500_59938602.wav,92888,there is a sharp pain in my calve 
/home/jia/project/backend/audios/test/1249120_40725179_19629833.wav,133792,i can't get a girlfriend because of my acne 
/home/jia/project/backend/audios/test/1249120_27392644_45319671.wav,57388,i have pain in my stomach
/home/jia/project/backend/audios/test/1249120_43995026_49581936.wav,57388,there is an injured person
/home/jia/project/backend/audios/test/1249120_42210938_53926703.wav,144770,every time it rains i get hives on my belly and sides 
/home/jia/project/backend/audios/test/1249120_22345789_69528394.wav,124876,i'm disappointed
/home/jia/project/backend/audios/test/1249120_43620482_84311852.wav,139308,i have an internal pain i cannot describe
/home/jia/project/backend/audios/test/1249120_13842059_92379589.wav,128386,i feel pain in my right shoulder after the tennis match 
/home/jia/project/backend/audios/test/1249120_36214391_71839112.wav,169346,i feel pain inside i do not know what it is
/home/jia/project/backend/audios/test/1249120_43172391_33951280.wav,122924,i think my wound is infected
/home/jia/project/backend/audios/test/1249120_44111844_84464555.wav,163884,when i'm awake in the morning i feel strange and have vertigo
/home/jia/project/backend/audios/test/1249120_41336418_49449005.wav,81964,when i go to sleep i am feeling cold
/home/jia/project/backend/audios/test/1249120_22423108_50218053.wav,125656,my muscles in my lower back are aching 
/home/jia/project/backend/audios/test/1249120_18172663_88508731.wav,109272,my chest acne breaks out and never clears up 
/home/jia/project/backend/audios/test/1249120_44027675_83852969.wav,71042,i feel sad like hurt or pain
/home/jia/project/backend/audios/test/1249120_41150153_90214129.wav,174808,i cannot get warm no matter how much i wrap up or how high i put the heating on
/home/jia/project/backend/audios/test/1249120_44091626_95698931.wav,139308,i feel back pain when i carry heavy things
/home/jia/project/backend/audios/test/1249120_41956733_13054939.wav,193922,i have a rash and it itches very bad 
/home/jia/project/backend/audios/test/1249120_35408915_92296409.wav,125656,i feel pain in my right shoulder after the tennis match 
/home/jia/project/backend/audios/test/1249120_39154234_79412446.wav,136578,my heart is pumping fast and i'm having a hard time to breath 
/home/jia/project/backend/audios/test/1249120_35408915_74183874.wav,90156,i have a pain in my joint
/home/jia/project/backend/audios/test/1249120_43453425_108454167.wav,133848,i get an ear ache when it is cold
/home/jia/project/backend/audios/test/1249120_35444693_100767125.wav,210306,my knee catches and hurts when i first stand up after sitting 
/home/jia/project/backend/audios/test/1249120_29289135_103741508.wav,155692,my kneecap feels like it is grating bone on bone when i walk 
/home/jia/project/backend/audios/test/1249120_40725179_85303412.wav,124876,i have tried to relief it but i can't
/home/jia/project/backend/audios/test/1249120_43788827_39342507.wav,315094,my daughter had her ears pierced and one of her ear lobes is bright red and burning hot 
/home/jia/project/backend/audios/test/1249120_43698316_56837634.wav,150232,when i stand up too quick my vision is blurry 
/home/jia/project/backend/audios/test/1249120_41336418_49166150.wav,62850,pain in the large neck
/home/jia/project/backend/audios/test/1249120_43951421_77437430.wav,136578,i can't see the sign i have a blurry vision
/home/jia/project/backend/audios/test/1249120_43604449_42526930.wav,122924,i feel abdominal pain
/home/jia/project/backend/audios/test/1249120_33251186_96991717.wav,232152,i can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains 
/home/jia/project/backend/audios/test/1249120_35448024_67086226.wav,95154,i feel sad
/home/jia/project/backend/audios/test/1249120_42210938_101681468.wav,166616,i notice a lot more hair coming out than usual when i brush my hair
/home/jia/project/backend/audios/test/1249120_42210938_84025774.wav,71042,my head hurts me badly
/home/jia/project/backend/audios/test/1249120_43172391_28394752.wav,163884,after an hard working day i have foot ache
/home/jia/project/backend/audios/test/1249120_41150153_82376828.wav,147500,i hit my head at the basketball game   could i have a concussion 
/home/jia/project/backend/audios/test/1249120_43898158_15842190.wav,98348,i feel hurts in my heart
/home/jia/project/backend/audios/test/1249120_35444693_81117362.wav,117464,i feel a pain in my back
/home/jia/project/backend/audios/test/1249120_30937687_101572696.wav,110014,i feel emotionally crushed
/home/jia/project/backend/audios/test/1249120_18985376_42223175.wav,73772,my hair falling out
/home/jia/project/backend/audios/test/1249120_40184183_57607070.wav,150232,i have constant stomach pain and bloating 
/home/jia/project/backend/audios/test/1249120_43105396_65902055.wav,112002,i do not feel better in my muscles
/home/jia/project/backend/audios/test/1249120_44101988_67454856.wav,103810,there is a sharp pain in my bicep
/home/jia/project/backend/audios/test/1249120_38548574_73236202.wav,142040,when i go to stand  my head starts swirling
/home/jia/project/backend/audios/test/1249120_43825820_77844964.wav,94252,my stomach aches when i eat hot food  why 
/home/jia/project/backend/audios/test/1249120_43172391_108442406.wav,166616,i have dark spots on my skin
/home/jia/project/backend/audios/test/1249120_19425875_109201856.wav,311340,my nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep  i often have to nap sitting down 
/home/jia/project/backend/audios/test/1249120_40184183_93834364.wav,142040,i feel severe itching in the skin with redness
/home/jia/project/backend/audios/test/1249120_38202325_57283948.wav,84696,i feel pain in my body
/home/jia/project/backend/audios/test/1249120_44101988_77377912.wav,112002,i have shoulder pain after doing any home work 
/home/jia/project/backend/audios/test/1249120_38042052_22650668.wav,248536,i feel something hurt me in taking breath and i cant take my breath
/home/jia/project/backend/audios/test/1249120_44140394_31542142.wav,86238,i have issue with my skin
/home/jia/project/backend/audios/test/1249120_44093933_81586584.wav,109272,is pimples a skin disease 
/home/jia/project/backend/audios/test/1249120_44023395_101166629.wav,125656,my right shoulder clicks when i move my arm 
/home/jia/project/backend/audios/test/1249120_42210938_109733504.wav,60120,my joints feel swollen
/home/jia/project/backend/audios/test/1249120_43883861_40822203.wav,251266,my stomach feels starts hurting but then it feels better after i eat something mild 
/home/jia/project/backend/audios/test/1249120_43105396_64428201.wav,92888,there is acne on my face
/home/jia/project/backend/audios/test/1249120_31349958_28931252.wav,109272,i got a divorce last year and i just can't stop dwelling on how to get revenge on my ex husband 
/home/jia/project/backend/audios/test/1249120_39740177_42650370.wav,142040,i feel pain inside i do not know what it is
/home/jia/project/backend/audios/test/1249120_43604449_29546987.wav,185730,i have a foot ache after running    m with my running shoes 
/home/jia/project/backend/audios/test/1249120_40184183_85434711.wav,112002,my son has a lot of acne 
/home/jia/project/backend/audios/test/1249120_15004831_50312267.wav,120194,i can't get a girlfriend because of my acne 
/home/jia/project/backend/audios/test/1249120_43788827_26990113.wav,151624,red flushes accompanied with itchy
/home/jia/project/backend/audios/test/1249120_13842059_72691774.wav,248536,i often get a stomach ache after i eat   i haven't been able to pinpoint which foods might be the trigger 
/home/jia/project/backend/audios/test/1249120_27392644_73339356.wav,118828,all my body is in a bad case and i need a good treatment
/home/jia/project/backend/audios/test/1249120_44093303_89910553.wav,127848,i feel pain in my heart when i wake up
/home/jia/project/backend/audios/test/1249120_39438102_25426304.wav,174808,my face break out badly every month around my cycle 
/home/jia/project/backend/audios/test/1249120_43172391_27408805.wav,150232,my son has a lot of acne 
/home/jia/project/backend/audios/test/1249120_39438102_26087116.wav,215768,glass broken and wound my leg badly the wound is so wide
/home/jia/project/backend/audios/test/1249120_43951421_98122150.wav,253996,i wake up with a stiff neck every morning   massage helps but then a couple of days later it's back again 
/home/jia/project/backend/audios/test/1249120_41150153_45936085.wav,122924,when i'm driving my eyes see in double
/home/jia/project/backend/audios/test/1249120_43105396_91315644.wav,62850,i feel head ache
/home/jia/project/backend/audios/test/1249120_18172663_79901905.wav,112002,i feel pain when parting loved ones
/home/jia/project/backend/audios/test/1249120_43665783_17928356.wav,109272,i feel pain in my knee
/home/jia/project/backend/audios/test/1249120_40663048_59137120.wav,79234,i have for dia
/home/jia/project/backend/audios/test/1249120_39438102_47554490.wav,122924,my acne gets worse when it is hot
/home/jia/project/backend/audios/test/1249120_44093303_28602828.wav,107042,heavy breath with fatigue
/home/jia/project/backend/audios/test/1249120_1853182_36093484.wav,118932,i have a blurry vision since i woke up this morning  what could be the reason 
/home/jia/project/backend/audios/test/1249120_34824899_86593725.wav,127848,when i do hard exercises i feel great pain in my muscles 
/home/jia/project/backend/audios/test/1249120_36214391_59611575.wav,92888,i'm injured i can't play sports
/home/jia/project/backend/audios/test/1249120_43604449_76372744.wav,125656,my head is so heavy can't think normally
/home/jia/project/backend/audios/test/1249120_42557795_64041675.wav,90156,i have a strong shoulder pain
/home/jia/project/backend/audios/test/1249120_36929821_87424403.wav,120194,i can't see the sign i have a blurry vision
/home/jia/project/backend/audios/test/1249120_44142156_44200826.wav,453336,every morning when i wake up my neck feels like i slept on in wrong 
/home/jia/project/backend/audios/test/1249120_6338946_15070996.wav,109272,i feel heart pain when i walk a lot
/home/jia/project/backend/audios/test/1249120_39154234_72688978.wav,98348,my hair is falling out in bunches 
/home/jia/project/backend/audios/test/1249120_43788827_64434079.wav,160542,all of a sudden i felt dizzy when i stood up 
/home/jia/project/backend/audios/test/1249120_29672643_27640467.wav,217012,i can't stand up  i feel my brain is moving inside my skull 
/home/jia/project/backend/audios/test/1249120_44111844_75801045.wav,166616,i was very active in sports but now my body is feeling pain 
/home/jia/project/backend/audios/test/1249120_18172663_30567709.wav,101080,when i played football i dislocated my shoulder
/home/jia/project/backend/audios/test/1249120_21665495_79649194.wav,98348,my knee hurts when i play squash
/home/jia/project/backend/audios/test/1249120_43719934_85316490.wav,87426,i have a strange rash on my arm
/home/jia/project/backend/audios/test/1249120_38202325_60138012.wav,166616,i can't stand with this horrible feeling in my stomach
/home/jia/project/backend/audios/test/1249120_44101988_88775464.wav,90156,it hurts when i bent my arm
/home/jia/project/backend/audios/test/1249120_43612961_61152731.wav,127848,i must see a doctor i have an open wound
/home/jia/project/backend/audios/test/1249120_42557795_20387329.wav,163884,i've got a hard time to breath  am i having a heart attack 
/home/jia/project/backend/audios/test/1249120_15830408_69507749.wav,210306,i feel a burning sensation in my guts about   hours after each meal 
/home/jia/project/backend/audios/test/1249120_42554554_86162662.wav,122924,i'm not hearing well i have problem with my ear
/home/jia/project/backend/audios/test/1249120_43788827_29674996.wav,110014,my wound opened up again
/home/jia/project/backend/audios/test/1249120_36929821_102780105.wav,204844,i am having problems seeing things feel like a cloud on my eyes everything is blurry
/home/jia/project/backend/audios/test/1249120_40401830_76477070.wav,79234,i have a ear ache when i go to the pool
/home/jia/project/backend/audios/test/1249120_35408915_88197790.wav,117464,i'm suffering from sharp cough accompanied by  phlegm
/home/jia/project/backend/audios/test/1249120_39154234_68844285.wav,147500,when i play sports  i have some burning sensation in my spine
/home/jia/project/backend/audios/test/1249120_42557795_33828604.wav,210306,since i went into the forest  i have pain on my ear
/home/jia/project/backend/audios/test/1249120_13842059_46589335.wav,125656,i have a foot ache although i don't walk a lot 
/home/jia/project/backend/audios/test/1249120_40401830_53642190.wav,65580,i have a pain in my head
/home/jia/project/backend/audios/test/1249120_41221824_91506557.wav,114732,my ear ache when i'm listening to music 
/home/jia/project/backend/audios/test/1249120_1853182_18541998.wav,148652,glass broken and wound my leg badly the wound is so wide
/home/jia/project/backend/audios/test/1249120_33251186_78284954.wav,213036,i read a book for along time and when i finished reading i feel head ache
/home/jia/project/backend/audios/test/1249120_36505751_26777205.wav,95618,i have pain in my stomach
/home/jia/project/backend/audios/test/1249120_31349958_61830206.wav,54658,my back got injured while i was lifting at the gym
/home/jia/project/backend/audios/test/1249120_41087148_78874302.wav,128386,i feel like i've always got something in my throat
/home/jia/project/backend/audios/test/1249120_35832653_15159684.wav,133848,my chest break out with red pimples and whiteheads 
/home/jia/project/backend/audios/test/1249120_29289135_47668254.wav,101080,i cant sleep because of cough
/home/jia/project/backend/audios/test/1249120_43698316_36155159.wav,133848,i have a cut that is red and swollen 
/home/jia/project/backend/audios/test/1249120_2171654_106871860.wav,124876,when i bend over i get a shooting pain down my back
/home/jia/project/backend/audios/test/1249120_43995026_101759300.wav,131116,when i play sports  i have some burning sensation in my spine
/home/jia/project/backend/audios/test/1249120_36505751_55797396.wav,142040,there is pain in my joints  i can not bear pain
/home/jia/project/backend/audios/test/1249120_42554554_78241199.wav,106540,i hardly have enough stength to get up 
/home/jia/project/backend/audios/test/1249120_6338946_93790761.wav,106540,my knee hurts when i play squash
